"Cr","Fe","Nb","Mo","Ti","Al"
17.7739642574543,20.96451,7.5,1.74659139179111,0.26587712292924,0.53762
17.7739642574543,20.9645,7.5,1.74659139179111,0.26587712292924,0.53762
17.7739642574543,20.9645,7.5,1.74659139179111,0.26587712292924,0.53762
17.7739542574543,20.964,7.5,1.74663139179111,0.26586712292924,0.53767
17.7759042574543,20.9271,7.5,1.76233139179111,0.27321712292924,0.53995
17.7774942574543,20.89036,7.5,1.77790139179111,0.28058712292924,0.54219
17.7787342574543,20.85379,7.5,1.79334139179111,0.28796712292924,0.5444
17.7796342574543,20.81738,7.5,1.80866139179111,0.29536712292924,0.54656
17.7802042574543,20.78112,7.5,1.82385139179111,0.30277712292924,0.5487
17.7804442574543,20.74501,7.5,1.83891139179111,0.31019712292924,0.5508
17.7803642574543,20.70905,7.5,1.85386139179111,0.31763712292924,0.55286
17.7799742574543,20.67322,7.5,1.86869139179111,0.325087122929241,0.5549
17.7792842574543,20.63753,7.5,1.88341139179111,0.33255712292924,0.55689
17.7782942574543,20.60197,7.5,1.89801139179111,0.34003712292924,0.55886
17.7770042574543,20.56654,7.5,1.91250139179111,0.34752712292924,0.56079
17.7754342574543,20.53122,7.5,1.92689139179111,0.35502712292924,0.56269
17.7735842574543,20.49603,7.5,1.94116139179111,0.36254712292924,0.56457
17.7714642574543,20.46096,7.5,1.95534139179111,0.37007712292924,0.56641
17.7690642574543,20.42599,7.5,1.96941139179111,0.37762712292924,0.56822
17.7664042574543,20.39114,7.5,1.98338139179111,0.38518712292924,0.57
17.7634842574543,20.35639,7.5,1.99725139179111,0.39275712292924,0.57175
17.7603142574543,20.32174,7.5,2.01102139179111,0.40033712292924,0.57347
17.7568842574543,20.28719,7.5,2.02470139179111,0.40792712292924,0.57516
17.7532142574543,20.25273,7.5,2.03828139179111,0.41553712292924,0.57683
17.7493042574543,20.21837,7.5,2.05177139179111,0.423157122929241,0.57846
17.7451542574543,20.1841,7.5,2.06517139179111,0.430797122929241,0.58007
17.7407642574543,20.14992,7.5,2.07848139179111,0.43843712292924,0.58166
17.7361442574543,20.11583,7.5,2.09170139179111,0.44609712292924,0.58321
17.7313042574543,20.08181,7.5,2.10483139179111,0.45376712292924,0.58474
17.7262442574543,20.04788,7.5,2.11788139179111,0.461457122929241,0.58624
17.7209542574543,20.01402,7.5,2.13085139179111,0.46914712292924,0.58772
17.7154542574543,19.98024,7.5,2.14373139179111,0.47685712292924,0.58917
17.7097442574543,19.94653,7.5,2.15653139179111,0.48457712292924,0.5906
17.7038142574543,19.91289,7.5,2.16925139179111,0.49231712292924,0.592
17.6976842574543,19.87932,7.5,2.18190139179111,0.50005712292924,0.59338
17.6913442574543,19.84582,7.5,2.19446139179111,0.50781712292924,0.59473
17.6848142574543,19.81238,7.5,2.20695139179111,0.51558712292924,0.59606
17.6780742574543,19.77901,7.5,2.21936139179111,0.523367122929241,0.59736
17.6711442574543,19.7457,7.5,2.23170139179111,0.531157122929241,0.59864
17.6640242574543,19.71244,7.5,2.24397139179111,0.53896712292924,0.5999
17.6567042574543,19.67924,7.5,2.25617139179111,0.54678712292924,0.60113
17.6492042574543,19.6461,7.5,2.26829139179111,0.554617122929241,0.60234
17.6415142574543,19.61301,7.5,2.28034139179111,0.562457122929241,0.60353
17.6336342574543,19.57997,7.5,2.29233139179111,0.570307122929241,0.6047
17.6255742574543,19.54699,7.5,2.30424139179111,0.57817712292924,0.60584
17.6173442574543,19.51405,7.5,2.31609139179111,0.58605712292924,0.60696
17.6089242574543,19.48116,7.5,2.32788139179111,0.593947122929241,0.60806
17.6003342574543,19.44832,7.5,2.33959139179111,0.60184712292924,0.60914
17.5915742574543,19.41552,7.5,2.35125139179111,0.609757122929241,0.61019
17.5826342574543,19.38276,7.5,2.36284139179111,0.617687122929241,0.61122
17.5735342574543,19.35004,7.5,2.37437139179111,0.62562712292924,0.61224
17.5642542574543,19.31737,7.5,2.38583139179111,0.63357712292924,0.61323
17.5548142574543,19.28473,7.5,2.39724139179111,0.64153712292924,0.6142
17.5452142574543,19.25213,7.5,2.40858139179111,0.64950712292924,0.61515
17.5354442574543,19.21957,7.5,2.41987139179111,0.657497122929241,0.61608
17.5255142574543,19.18704,7.5,2.43110139179111,0.66548712292924,0.61699
17.5154242574543,19.15454,7.5,2.44226139179111,0.673497122929241,0.61787
17.5051742574543,19.12208,7.5,2.45338139179111,0.681517122929241,0.61874
17.4947642574543,19.08965,7.5,2.46443139179111,0.68955712292924,0.61959
17.4842042574543,19.05725,7.5,2.47543139179111,0.69759712292924,0.62042
17.4734842574543,19.02488,7.5,2.48638139179111,0.705647122929241,0.62123
17.4626142574543,18.99254,7.5,2.49727139179111,0.713717122929241,0.62201
17.4515942574543,18.96022,7.5,2.50810139179111,0.72179712292924,0.62278
17.4404142574543,18.92793,7.5,2.51889139179111,0.72988712292924,0.62353
17.4290942574543,18.89567,7.5,2.52962139179111,0.73799712292924,0.62426
17.4176242574543,18.86343,7.5,2.54030139179111,0.74610712292924,0.62497
17.4060042574543,18.83121,7.5,2.55093139179111,0.754237122929241,0.62567
17.3942442574543,18.79902,7.5,2.56150139179111,0.76236712292924,0.62634
17.3823342574543,18.76684,7.5,2.57203139179111,0.77051712292924,0.62699
17.3702842574543,18.73469,7.5,2.58251139179111,0.77868712292924,0.62763
17.3580842574543,18.70256,7.5,2.59294139179111,0.78685712292924,0.62824
17.3457542574543,18.67044,7.5,2.60332139179111,0.79503712292924,0.62884
17.3332742574543,18.63834,7.5,2.61365139179111,0.80323712292924,0.62942
