"Cr","Fe","Nb","Mo","Ti","Al"
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
17,18.5,20.62,6,0.62,0.09
