"Sn"
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
5.20E-08
